Australian Bureau of Statistics

"2016 Census - Counting Persons, Place of Usual Residence (MB)"
"SA1 (UR) by AGE5P - Age in Five Year Groups"
"Counting: Persons Place of Usual Residence"

Filters:
"Default Summation","Persons Place of Usual Residence"

"AGE5P - Age in Five Year Groups","0-4 years","5-9 years","10-14 years","15-19 years","20-24 years","25-29 years","30-34 years","35-39 years","40-44 years","45-49 years","50-54 years","55-59 years","60-64 years","65-69 years","70-74 years","75-79 years","80-84 years","85-89 years","90-94 years","95-99 years","100 years and over","Total",
"SA1 (UR)",
"2110611",29,12,23,17,53,69,60,52,30,19,28,26,10,10,10,6,17,4,0,0,0,483,
"2110612",21,21,21,21,46,86,69,56,43,42,32,22,13,13,13,13,10,3,0,0,0,543,
"2110613",14,26,22,15,34,69,29,35,43,29,24,16,8,21,5,13,8,7,6,0,0,416,
"2110614",26,28,12,18,73,107,127,65,47,38,27,20,17,18,14,14,12,6,7,0,0,682,
"2110615",12,19,16,23,33,47,56,49,24,33,20,20,20,22,15,4,0,3,0,0,0,428,
"2110616",23,21,10,11,51,93,96,54,43,31,23,26,18,16,10,6,6,5,3,0,0,556,
"2110617",24,20,17,26,70,81,55,52,33,36,30,21,26,12,11,12,4,7,4,0,0,536,
"2110618",18,14,13,16,29,54,39,27,25,17,19,15,12,5,3,7,6,6,6,0,0,344,
"2110619",15,15,18,18,32,32,23,25,20,27,17,17,21,10,5,12,6,3,6,0,0,307,
"2110701",35,34,23,18,34,52,43,44,46,28,36,42,20,15,10,15,11,8,0,0,0,510,
"2110702",18,9,19,11,22,43,36,37,30,21,23,22,20,22,17,8,7,4,0,0,0,343,
"2110703",33,22,6,16,38,75,78,52,32,26,22,16,22,18,9,8,6,6,0,0,0,496,
"2110704",21,16,21,16,33,33,33,29,34,22,23,29,24,20,6,11,0,3,4,0,0,385,
"2110705",34,27,14,21,41,74,49,45,24,34,36,20,11,12,15,14,18,9,0,4,0,511,
"2110706",35,49,29,29,55,56,44,48,54,52,26,25,29,18,21,20,17,11,0,0,0,610,
"2110707",40,23,26,24,63,73,42,57,40,39,25,32,20,26,25,27,15,6,0,0,0,602,
"2110708",17,12,6,5,36,55,27,37,23,31,7,15,13,11,20,13,5,4,0,0,0,360,
"2110709",35,20,8,9,91,170,152,82,45,30,26,27,24,13,11,3,5,0,0,0,0,763,
"2110710",9,11,9,15,31,49,42,34,14,19,16,23,11,7,10,0,6,6,0,0,0,323,
"2110711",30,13,3,17,64,141,80,70,25,20,19,7,10,7,4,7,10,21,10,7,0,581,
"2110712",43,28,23,25,35,39,43,53,40,45,29,22,19,20,11,9,3,0,6,0,0,495,
"2110713",23,26,22,22,37,53,52,31,29,34,36,18,21,14,20,18,8,3,3,0,0,476,
"2110714",22,30,39,21,26,57,33,41,38,42,32,13,18,7,14,16,11,4,0,0,0,465,
"2110715",35,18,35,16,37,57,58,31,40,24,25,22,21,16,15,11,17,17,6,4,0,508,
"2110716",28,3,6,10,31,95,73,39,41,23,26,21,17,11,13,10,12,8,0,0,0,473,
"2110717",26,10,13,19,32,39,36,33,18,26,22,20,26,18,17,12,9,6,4,0,0,373,
"2110718",24,14,4,11,37,75,58,35,15,20,32,20,23,0,9,3,8,0,0,0,0,392,
"2110719",39,25,13,25,63,56,55,51,40,34,32,37,30,20,18,18,5,6,6,0,0,568,
"2110720",24,9,8,7,51,128,107,56,35,19,17,14,13,20,11,9,3,3,0,0,0,526,
"2110721",24,14,10,15,34,60,57,39,19,24,22,16,8,19,18,13,8,0,0,0,0,392,
"2110722",9,8,3,12,19,17,10,18,11,16,11,14,18,10,3,4,5,0,0,0,0,192,
"2110723",11,17,7,15,37,29,27,20,23,18,25,20,19,16,14,16,5,6,5,0,0,328,
"2110724",18,11,6,11,51,64,37,28,17,28,20,18,22,10,0,4,13,11,0,0,0,357,
"2110725",25,34,26,30,32,42,35,37,39,42,38,24,19,28,10,7,9,8,4,0,0,492,
"2110726",17,39,25,25,37,53,32,38,26,29,21,37,12,6,3,16,12,15,3,0,0,438,
"2110727",18,18,7,8,24,32,53,34,26,19,14,12,11,16,13,4,7,4,0,0,0,327,
"2110728",19,22,26,14,34,29,20,18,17,24,21,22,16,13,8,12,6,6,0,0,0,317,
"2110729",17,21,13,8,35,44,50,23,31,23,16,16,22,7,4,10,3,3,0,0,0,331,
"2110730",7,9,8,5,41,59,43,24,21,4,7,11,11,9,3,4,0,0,0,0,0,269,
"2110731",25,26,23,35,49,65,42,35,49,44,37,20,30,12,18,12,3,5,0,0,0,544,
"2110801",21,11,22,9,29,33,32,43,26,21,26,11,27,16,10,5,5,6,0,0,0,350,
"2110802",18,11,11,5,30,36,51,32,24,23,13,12,3,7,5,8,6,3,0,0,0,301,
"2110803",38,23,24,25,35,66,46,48,33,40,29,35,29,15,23,18,18,9,0,0,0,560,
"2110804",12,28,24,14,22,24,28,24,31,30,18,20,11,8,7,15,6,3,0,0,0,325,
"2110805",36,32,30,29,30,57,49,52,47,52,35,25,17,22,17,14,4,18,6,0,0,572,
"2110806",27,23,24,20,49,58,55,45,26,21,33,31,18,18,14,18,12,15,0,0,0,497,
"2110807",42,18,14,13,70,91,104,71,61,32,33,24,28,8,5,10,3,8,0,0,0,625,
"2110808",20,20,29,26,29,37,35,31,28,32,41,32,18,24,19,15,15,9,6,0,0,457,
"2110809",28,26,19,14,43,58,57,37,36,34,25,24,22,21,16,20,21,10,0,0,0,513,
"2110810",21,38,32,17,24,33,18,30,46,30,31,34,31,9,7,10,11,3,0,0,0,416,
"2110811",29,19,12,11,35,30,41,50,36,36,14,28,12,18,12,8,3,9,0,0,0,400,
"2110812",17,12,22,19,12,19,18,17,21,25,16,17,17,8,0,8,5,5,0,0,0,254,
"2110813",26,19,20,17,23,28,38,17,22,37,31,24,18,10,14,3,8,4,0,0,0,369,
"2110814",34,31,29,22,19,34,43,42,45,40,22,25,14,24,8,17,6,5,0,0,0,450,
"2110815",25,18,24,26,42,33,51,40,34,51,40,40,36,23,19,8,8,8,3,0,0,535,
"2110816",16,24,20,36,43,44,32,27,25,34,32,18,8,6,11,14,14,8,0,0,0,419,
"2110817",15,13,18,24,21,22,12,13,20,26,27,24,12,11,13,8,17,5,5,0,0,306,
"2110818",11,15,16,18,26,32,34,18,23,22,17,17,15,16,14,9,12,7,4,0,0,318,
"2110819",21,20,28,18,59,63,77,43,42,34,43,20,30,25,19,27,10,3,6,0,0,584,
"2110820",29,17,14,30,40,42,60,50,39,38,39,22,40,22,31,35,18,11,12,0,0,589,
"2110821",23,12,20,19,68,70,61,36,30,18,34,31,22,16,15,14,16,3,4,0,0,516,
"2110822",43,41,46,35,80,74,97,70,61,46,32,32,32,15,11,9,3,0,0,0,0,724,
"2110823",45,40,36,20,35,27,46,43,35,51,51,26,33,26,18,3,10,6,4,0,0,562,
"2110824",32,40,32,41,35,36,34,37,35,51,49,24,35,29,17,13,15,5,6,5,0,560,
"2110825",42,26,32,31,48,63,54,51,41,25,26,38,40,31,13,25,17,12,0,0,0,619,
"2110826",30,25,19,15,25,33,24,33,31,24,25,24,20,16,11,13,8,4,0,0,0,388,
"2110827",28,41,27,17,36,28,43,39,42,31,24,29,12,9,7,7,3,3,3,0,0,434,
"2110828",36,25,28,19,42,37,29,31,37,44,25,31,21,13,13,3,8,4,5,0,0,441,
"2110829",27,35,22,24,27,44,37,44,38,36,25,34,25,25,28,16,10,8,0,0,0,493,
"2110830",31,21,20,21,14,19,18,26,26,40,22,11,11,12,12,15,14,5,5,0,0,331,
"2110831",36,37,20,40,34,38,40,54,47,49,20,28,22,15,19,16,3,9,0,0,0,524,
"2110832",33,21,13,28,41,60,47,24,36,31,26,18,16,14,14,12,15,3,0,0,0,462,
"2110833",49,17,10,16,72,123,86,55,50,20,37,27,23,17,12,18,8,7,0,0,0,646,
"2110834",19,16,17,17,43,56,40,29,40,23,20,13,17,20,7,13,15,7,0,0,0,408,
"2110835",33,33,20,14,25,39,33,36,33,27,28,17,16,6,14,9,9,11,0,0,0,409,
"2110836",24,28,25,19,32,30,38,32,31,23,24,28,15,10,5,4,7,5,4,0,0,372,
"2110837",19,17,13,10,14,22,22,33,31,19,22,22,13,10,9,15,7,7,5,0,0,301,
"2110838",48,44,24,18,31,52,47,71,50,46,39,30,22,17,17,6,8,13,0,0,0,593,
"2110839",20,21,15,17,13,43,30,12,29,36,15,18,14,17,9,4,7,12,0,0,0,334,
"2110840",8,13,14,6,37,33,20,12,17,25,22,14,24,24,9,14,4,13,0,0,0,308,
"2110841",23,18,10,16,34,49,39,43,20,27,26,32,22,20,22,19,24,11,3,0,0,453,
"2110842",31,23,11,16,51,56,42,52,27,27,19,25,22,19,13,14,10,7,0,6,0,460,
"2110843",17,24,24,18,36,23,44,23,42,33,23,22,21,16,13,18,5,6,5,0,0,416,
"2110844",46,34,20,16,20,38,38,56,45,29,24,27,26,9,14,12,11,5,0,0,0,463,
"2110845",17,32,28,16,17,21,44,25,36,20,20,10,17,12,3,3,5,3,5,0,0,329,
"2110846",24,28,17,12,35,41,47,49,40,38,14,24,15,14,3,9,11,11,0,0,0,445,
"2110847",26,24,19,17,35,30,39,35,32,20,19,20,24,14,9,8,3,0,0,0,0,368,
"2110848",26,14,11,17,11,20,26,27,20,15,16,7,11,17,11,12,10,9,4,0,0,267,
"2110849",48,37,25,14,32,42,49,46,43,42,33,18,21,17,9,14,3,4,0,0,0,493,
"2110850",38,20,29,20,33,42,47,43,42,35,26,29,18,13,7,16,9,9,3,0,0,481,
"2110851",19,17,17,17,23,27,23,14,19,36,26,15,9,19,10,9,6,3,0,0,0,305,
"2110852",9,0,6,12,18,43,34,15,8,5,5,8,10,5,5,8,5,3,0,0,0,199,
"2110853",58,50,28,23,97,117,121,97,43,29,26,38,18,15,4,0,4,4,0,0,0,784,
"2110854",19,14,9,14,26,27,31,28,33,22,29,21,10,14,7,9,9,0,3,0,0,319,
"2110855",16,9,13,19,19,48,47,26,20,26,17,21,15,12,13,21,13,7,3,0,0,376,
"2110856",11,9,7,10,16,19,15,9,18,17,8,12,0,14,5,7,3,0,0,0,0,189,
"2110857",13,17,8,5,22,23,11,20,22,17,15,8,11,8,5,14,6,4,0,0,0,232,
"2110858",54,40,21,15,27,25,38,57,54,35,37,28,21,10,8,8,14,7,0,0,0,510,
"2110859",10,9,7,8,14,37,23,17,16,18,17,9,6,8,9,21,10,30,23,0,0,298,
"2110860",26,13,9,14,65,107,123,73,27,22,17,12,12,6,3,0,0,0,0,0,0,515,
"2110901",36,36,25,23,36,33,39,32,54,35,42,34,32,32,18,17,20,10,0,0,0,545,
"2110902",22,18,31,24,30,21,36,40,35,28,31,20,9,14,7,15,11,5,0,0,0,410,
"2110903",23,22,25,21,17,11,18,41,25,33,28,11,19,15,9,13,13,5,0,0,0,359,
"2110904",41,37,32,23,30,29,18,36,46,29,38,31,19,14,14,17,7,9,3,0,0,478,
"2110905",24,27,18,16,18,26,19,31,32,30,20,23,13,10,11,3,3,6,0,0,0,335,
"2110906",40,33,37,33,28,15,22,31,38,51,46,27,28,20,24,12,8,4,4,0,0,501,
"2110907",24,42,26,34,14,19,25,35,30,37,41,30,15,24,27,14,6,4,5,0,0,449,
"2110908",22,22,22,23,10,3,14,23,33,30,32,22,18,15,6,5,12,13,0,0,0,326,
"2110909",47,44,35,20,18,24,26,53,50,45,30,26,23,23,21,15,11,7,0,0,0,506,
"2110910",17,16,26,16,16,38,27,26,22,30,18,23,15,10,4,4,0,6,0,0,0,313,
"2110911",42,29,21,30,46,13,24,43,36,34,48,39,26,21,7,9,8,9,4,0,0,488,
"2110912",11,23,30,29,30,12,14,29,25,45,33,29,15,21,18,6,10,7,0,0,0,394,
"2110913",28,38,38,22,24,19,15,37,31,44,42,32,17,24,11,15,8,4,5,0,0,442,
"2110914",26,33,16,22,19,13,22,24,28,32,22,17,13,10,3,0,10,15,6,0,0,320,
"2110915",22,27,35,33,49,22,26,25,28,38,38,23,16,13,5,0,5,5,0,0,0,402,
"2110916",15,20,27,31,18,29,18,22,26,28,36,21,21,11,8,5,11,0,0,0,0,340,
"2110917",23,43,32,32,27,29,34,30,31,31,32,30,22,13,5,4,7,9,0,0,0,425,
"2110918",37,35,32,25,29,44,40,30,54,39,33,25,18,24,14,7,11,5,5,0,0,507,
"2110919",24,23,23,16,26,47,43,26,20,21,26,26,10,7,13,19,14,41,26,11,3,455,
"2110920",25,19,41,23,14,29,28,30,33,31,31,14,13,16,10,7,5,10,7,0,0,385,
"2110921",20,17,15,22,35,41,37,41,23,21,16,24,19,12,16,18,14,4,3,0,0,400,
"2110922",40,23,23,26,17,35,32,56,33,35,33,23,18,16,13,19,13,13,3,0,0,467,
"2110923",17,28,36,32,29,26,21,14,39,49,38,18,29,11,8,7,9,17,0,3,0,428,
"2110924",22,16,15,24,22,23,16,25,13,22,17,16,11,6,7,4,9,7,0,0,0,273,
"2111001",22,35,24,27,61,56,41,36,42,44,31,28,40,21,15,7,8,6,4,0,0,542,
"2111002",22,20,17,22,45,47,40,31,22,30,40,23,22,14,14,10,3,4,0,0,0,432,
"2111003",36,46,38,21,31,26,43,30,51,46,31,36,33,27,12,13,10,5,0,0,0,536,
"2111004",19,20,21,16,16,36,14,19,26,30,13,19,10,8,0,14,8,0,0,0,0,290,
"2111005",19,23,14,23,21,23,21,26,20,23,18,13,19,4,0,4,3,4,0,0,0,282,
"2111006",28,47,32,34,31,37,35,42,64,37,35,32,27,21,15,7,9,6,0,0,0,558,
"2111007",24,13,20,26,43,47,50,38,39,44,47,23,16,13,12,6,16,4,0,0,0,485,
"2111008",37,31,25,18,23,42,42,25,46,44,30,44,24,14,9,19,11,7,3,0,0,503,
"2111009",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,
"2111010",48,25,18,31,61,63,92,60,40,41,40,28,17,29,19,25,14,14,9,0,0,669,
"2111011",6,21,18,25,27,17,24,25,29,34,23,23,18,13,5,4,3,0,6,0,0,312,
"2111012",25,28,30,44,36,25,21,23,19,42,46,46,27,29,9,7,8,0,0,0,0,463,
"2111013",37,23,33,23,47,50,58,48,43,40,41,37,28,14,21,10,13,6,0,0,0,567,
"2111014",18,14,16,16,41,63,73,38,20,30,25,20,24,19,8,8,8,5,4,0,0,450,
"2111015",36,44,41,42,48,47,50,44,57,65,49,43,26,27,22,18,8,4,0,0,0,665,
"2111016",19,32,47,42,25,17,11,12,32,48,50,41,17,12,11,11,5,3,0,0,0,436,
"2111017",15,23,21,23,10,13,19,17,16,24,35,16,17,16,8,5,11,8,4,0,0,291,
"2111018",14,18,17,9,44,50,45,34,18,34,29,28,17,13,8,6,12,9,0,0,0,407,
"2111019",27,21,17,21,37,77,76,54,44,38,29,34,23,18,14,11,10,5,0,0,0,550,
"2111020",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"2111021",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,
"2111022",32,30,15,20,39,61,59,43,43,30,33,22,11,14,8,8,10,4,0,0,0,483,
"2111101",27,21,31,6,8,12,22,11,30,38,19,12,18,9,10,22,16,23,12,6,0,347,
"2111102",29,12,8,8,35,75,73,53,41,27,6,15,8,3,3,10,3,3,0,0,0,408,
"2111103",37,24,20,22,59,105,160,92,61,52,29,24,23,21,15,3,15,3,0,0,0,768,
"2111104",52,24,15,12,33,64,80,82,69,44,33,38,23,19,16,25,15,10,0,0,0,644,
"2111105",28,30,28,20,50,46,45,37,57,36,46,39,18,14,15,24,17,4,0,0,0,562,
"2111106",17,23,23,22,23,36,42,33,26,37,23,24,15,5,3,3,3,0,0,0,0,371,
"2111107",21,31,23,21,28,39,39,34,44,52,37,25,33,18,14,12,9,8,0,0,0,490,
"2111108",29,25,29,15,34,45,50,39,42,45,36,26,34,31,25,30,22,44,13,3,0,608,
"2111109",10,19,13,18,15,26,21,20,22,27,24,10,16,6,10,7,7,0,0,0,0,284,
"2111110",27,47,34,21,35,51,47,58,55,45,31,33,25,11,14,11,8,8,0,0,0,557,
"2111111",23,22,25,17,14,23,20,28,21,26,12,21,17,6,4,4,7,6,0,0,0,298,
"2111112",52,55,41,21,37,47,48,31,74,54,34,34,34,26,19,3,13,5,5,0,0,633,
"2111113",45,53,50,42,46,52,48,60,74,60,36,34,17,13,17,21,8,0,4,5,0,673,
"2111114",37,26,23,27,39,47,58,57,43,50,27,22,18,15,11,14,8,8,0,0,0,533,
"2111115",30,34,42,24,38,51,28,35,49,59,36,28,16,16,11,20,8,7,8,0,0,546,
"2111116",17,17,13,16,8,14,28,22,22,11,16,15,12,16,8,4,0,3,0,0,0,247,
"2111117",25,23,18,26,40,80,74,41,28,44,27,19,13,22,17,14,6,3,3,0,0,530,
"2111118",25,32,31,41,35,51,31,43,34,50,32,37,27,22,23,25,12,8,7,0,0,566,
"2111119",14,30,23,26,21,19,21,18,23,34,35,23,18,5,13,3,12,3,0,0,0,342,
"2111120",25,20,7,11,25,73,80,45,31,22,6,12,12,8,3,0,0,0,0,0,0,392,
"2111121",7,14,18,13,24,27,33,27,25,25,24,13,10,14,3,9,3,4,0,0,0,300,
"2111122",15,17,22,21,24,31,18,28,25,26,35,18,11,15,3,4,6,0,0,0,0,326,
"2111123",19,10,10,3,29,83,101,38,44,38,27,32,9,29,33,20,25,14,0,0,0,564,
"2111124",38,22,21,22,66,158,136,70,52,50,31,27,12,17,8,14,9,3,0,0,0,744,
"2111125",20,11,12,6,9,31,28,32,27,21,12,15,3,10,5,4,3,0,0,0,0,248,
"2111126",19,16,32,33,42,70,49,49,39,37,43,23,17,0,8,15,10,5,0,0,0,512,
"2111127",31,20,14,32,31,42,27,29,31,42,34,33,25,17,14,9,6,4,0,0,0,440,
"2111128",54,42,33,26,40,52,39,50,51,35,34,35,22,26,19,11,11,7,5,0,0,583,
"2111129",29,30,26,23,55,60,67,62,46,59,29,23,8,13,10,11,11,0,7,0,0,562,
"2111130",46,38,33,10,33,60,83,58,53,48,28,34,21,15,10,11,6,5,0,0,0,589,
"2111131",13,9,11,9,10,51,64,33,37,28,16,17,25,10,9,5,6,9,3,0,0,352,
"2111132",46,23,27,24,26,42,52,49,38,43,37,20,30,10,19,16,11,3,0,0,0,525,
"2111133",21,30,28,24,43,68,60,37,43,49,39,37,24,19,13,12,18,3,3,0,0,571,
"2111134",19,12,26,12,38,25,46,30,38,31,23,16,17,16,0,9,3,7,0,0,0,366,
"2111135",23,26,22,21,18,64,48,36,43,37,43,27,12,7,3,10,10,0,0,0,0,444,
"2111136",27,42,56,46,44,35,40,45,66,70,44,37,28,23,12,6,9,5,9,0,0,636,
"2111137",19,36,35,31,40,29,30,22,38,37,51,44,19,13,13,13,12,6,0,0,0,488,
"2111138",31,31,29,20,20,28,33,45,35,39,39,14,33,18,9,18,14,3,3,0,0,464,
"2111139",10,27,22,26,20,21,9,17,21,30,36,15,13,14,15,6,3,3,0,0,0,317,
"2111140",34,43,32,33,19,32,40,40,49,40,42,42,30,30,16,20,14,9,0,0,0,548,
"2111141",24,24,19,20,28,26,37,37,34,25,29,25,27,21,15,8,3,4,0,0,0,408,
"2111142",19,23,20,13,11,33,8,21,32,35,32,22,19,18,8,10,6,5,0,0,0,335,
"2111143",20,19,19,21,27,52,67,66,49,50,27,28,23,22,19,19,15,0,5,0,0,547,
"2111144",31,29,25,11,20,21,36,39,34,37,22,27,17,18,9,6,5,4,0,0,0,403,
"2111145",34,41,34,16,45,56,68,56,48,38,27,16,8,13,8,16,15,12,5,0,0,551,
"2111146",34,17,21,26,16,71,43,25,24,39,34,33,22,13,25,19,24,27,27,9,0,555,
"2111147",19,18,20,17,17,20,29,16,22,29,24,30,14,12,14,9,9,4,0,0,0,332,
"2111148",40,42,27,19,43,77,68,57,58,57,28,27,26,21,15,10,8,0,0,0,0,619,
"2111149",14,28,25,22,23,30,29,30,31,29,19,28,24,14,11,8,19,3,0,0,0,388,
"2111150",0,3,7,9,24,50,32,15,16,17,7,5,5,7,15,6,18,19,9,9,0,282,
"2111151",30,31,15,13,28,81,79,64,44,42,30,15,16,16,9,0,5,0,0,0,0,538,
"2111152",11,13,13,7,24,49,44,28,27,23,23,15,17,15,12,6,9,6,0,0,0,335,
"2111153",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"2111201",33,43,37,18,33,56,54,53,64,33,44,25,11,21,20,28,10,11,0,0,0,596,
"2111202",42,29,25,25,29,44,53,57,32,35,31,32,26,22,13,16,20,10,7,0,0,542,
"2111203",50,22,19,10,25,24,29,54,29,34,28,11,13,14,19,13,10,4,0,0,0,414,
"2111204",17,8,11,3,45,40,50,36,28,30,16,18,12,3,13,8,6,3,0,0,0,343,
"2111205",22,19,15,21,57,91,105,62,34,35,37,24,21,20,17,13,16,12,4,0,0,620,
"2111206",23,20,14,11,18,38,46,34,33,32,23,13,20,16,4,10,0,11,3,0,0,364,
"2111207",48,37,25,14,44,50,53,73,48,42,38,16,17,13,8,13,10,6,8,0,0,546,
"2111208",25,21,20,10,19,31,36,44,35,28,17,21,15,9,4,14,11,4,3,4,0,382,
"2111209",20,15,18,6,55,85,84,69,29,45,28,18,8,15,11,4,11,9,4,0,0,532,
"2111210",34,29,24,19,38,38,40,44,48,30,35,34,20,15,11,35,22,11,0,0,0,534,
"2111211",10,20,13,18,17,19,22,28,21,31,17,13,7,8,8,11,9,3,0,0,0,285,
"2111212",19,15,14,6,27,62,72,61,33,20,22,13,14,16,3,13,7,0,3,0,0,430,
"2111213",27,28,16,9,25,57,49,29,39,22,18,14,21,10,10,14,16,3,3,0,0,417,
"2111214",30,37,21,10,26,53,45,53,56,37,41,35,25,24,20,12,6,5,5,0,0,540,
"2111215",15,21,9,18,30,37,34,21,36,29,31,27,13,12,10,9,9,7,0,0,0,383,
"2111216",21,23,17,17,22,37,59,42,31,32,19,23,20,15,19,10,14,8,5,0,0,424,
"2111217",31,21,26,18,29,35,34,29,31,29,16,7,17,19,4,9,6,3,0,0,0,370,
"2111218",19,16,10,13,20,32,31,23,26,17,21,18,16,13,3,13,8,0,0,0,0,313,
"2111219",36,34,40,32,32,42,52,56,53,44,50,30,15,7,9,16,3,5,4,0,0,548,
"2111220",33,27,22,24,36,41,40,39,52,44,25,22,22,20,19,27,14,4,6,0,0,508,
"2111221",29,28,31,10,26,40,53,53,43,20,27,31,13,11,10,18,29,36,25,7,0,522,
"2111222",22,16,15,9,16,30,20,25,36,18,26,24,22,7,5,4,5,0,0,0,0,302,
"2111223",53,35,34,16,39,36,52,72,54,47,30,16,19,15,6,12,7,5,0,0,0,537,
"2111224",33,26,25,37,46,57,44,43,28,29,24,30,21,21,14,6,11,10,0,0,0,500,
"2111225",42,49,24,35,47,55,33,37,46,56,35,22,20,18,13,24,25,13,3,0,0,584,
"2111226",18,25,30,27,19,28,44,32,48,34,46,28,16,12,8,10,4,3,0,0,0,432,
"2111227",18,26,9,14,27,49,36,37,40,21,17,12,8,16,8,6,13,0,3,0,0,361,
"2111228",40,41,33,28,31,23,30,43,49,61,33,28,19,11,18,3,8,4,0,3,0,499,
"2111229",48,27,25,22,21,26,48,71,55,29,25,28,16,14,14,13,10,7,0,0,0,487,
"2111230",29,31,24,15,44,57,51,37,64,32,43,30,14,19,3,10,8,6,0,0,0,518,
"2111231",21,11,14,0,14,44,33,27,27,20,15,11,11,7,5,6,5,0,0,0,0,283,
"2111232",33,31,34,23,21,51,45,61,47,35,33,27,14,10,12,9,7,4,4,0,0,486,
"2111233",19,21,30,21,25,35,18,28,38,42,37,33,26,8,7,4,8,3,4,0,0,413,
"2111234",15,10,8,13,34,73,56,37,36,18,18,22,23,14,13,9,11,3,0,3,0,416,
"2111235",25,29,32,18,47,64,58,59,57,48,33,25,39,19,12,9,13,6,0,0,0,586,
"2111236",17,16,19,10,8,22,16,17,30,31,11,19,17,12,7,12,12,12,4,0,0,295,
"2111237",14,13,6,7,28,62,58,27,29,16,8,20,21,3,9,8,8,4,0,0,0,342,
"2111238",35,23,13,9,32,37,42,34,45,29,19,22,9,6,10,5,9,5,0,0,0,382,
"2111239",21,19,9,8,39,70,74,47,17,31,25,17,10,4,6,7,3,10,0,0,0,416,
"2111240",15,0,0,7,23,20,42,13,13,10,10,12,15,22,16,26,44,39,15,5,0,342,
"2111241",24,20,10,18,21,20,20,30,33,20,19,9,16,4,9,12,8,5,0,0,0,295,
"2111242",6,10,13,15,32,64,64,30,24,25,18,20,18,12,0,5,3,0,0,0,0,363,
"2111301",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"2111302",34,19,14,17,40,40,43,37,36,30,22,22,9,10,10,10,8,6,3,0,0,407,
"2111303",43,45,42,41,42,32,42,46,41,54,44,45,33,24,8,6,12,6,5,0,0,611,
"2111304",43,60,35,31,32,25,45,34,56,60,51,37,39,23,11,13,5,0,3,0,0,596,
"2111305",33,34,32,34,83,82,82,44,45,64,36,56,36,42,34,20,11,6,0,0,0,766,
"2111306",43,43,55,37,40,27,31,41,54,43,62,65,39,22,20,10,10,5,8,0,0,660,
"2111307",141,109,42,37,57,104,154,155,123,73,63,51,48,30,16,6,7,21,11,4,0,1252,
"2111308",25,21,16,13,26,35,33,42,30,26,35,16,5,8,9,7,0,0,4,0,0,363,
"2111309",20,15,22,22,30,51,62,26,29,38,20,23,11,11,9,9,5,9,0,0,0,406,
"2111310",19,15,11,8,11,32,26,17,24,20,4,22,23,8,15,6,3,7,0,0,0,275,
"2111311",48,41,25,21,59,77,68,86,52,41,38,24,30,17,10,8,15,0,0,0,0,654,
"2111312",29,19,19,11,37,95,87,56,37,33,33,15,20,12,15,9,11,7,5,0,0,535,
"2111313",13,14,10,19,29,28,35,33,22,39,32,31,28,27,15,10,7,11,0,0,0,401,
"2111314",18,21,26,18,30,48,38,18,18,38,10,37,30,17,7,13,5,5,3,0,0,390,
"2111315",30,18,6,10,31,57,73,51,32,19,28,31,29,16,9,10,9,6,0,0,0,444,
"2111316",48,38,31,23,22,23,31,33,41,37,21,24,13,16,10,14,3,4,0,0,0,422,
"2111317",68,41,23,42,16,45,44,36,32,46,32,34,23,22,10,12,6,3,0,0,0,536,
"2111318",31,24,25,6,19,26,43,25,32,9,26,33,12,7,6,6,3,0,0,0,0,331,
"2111319",22,26,4,10,38,117,98,50,60,47,19,19,13,11,5,5,3,0,0,0,0,546,
"2111320",29,21,41,21,23,12,17,24,25,35,27,24,28,14,9,11,10,6,0,0,0,386,
"2111321",63,55,24,21,18,42,31,31,36,30,23,32,14,8,9,9,7,5,0,0,0,449,
"2111322",22,12,10,3,38,53,41,34,23,19,29,23,13,13,4,13,8,4,0,0,0,363,
"2111323",13,25,14,12,16,56,35,25,35,26,24,27,19,19,13,8,11,8,6,0,0,388,
"2111324",34,29,18,29,34,39,66,50,49,53,22,33,21,26,17,21,6,5,0,0,0,553,
"2111325",16,29,22,27,30,37,12,22,31,36,37,16,17,28,9,5,8,0,0,0,0,384,
"2111326",23,15,15,25,39,45,72,49,28,31,25,31,14,17,9,8,4,3,0,0,0,455,
"2111327",42,31,27,32,40,64,40,41,44,39,40,33,30,18,11,11,6,4,0,0,0,547,
"2111328",26,27,22,27,35,28,26,30,32,32,37,28,18,14,20,4,9,0,0,0,0,430,
"2111329",13,18,13,16,25,11,9,17,30,24,16,14,11,14,5,6,5,0,0,0,0,249,
"2111330",25,19,15,15,19,37,34,36,23,32,15,18,3,10,12,3,8,0,3,0,0,328,
"2111331",27,17,14,18,27,39,33,21,32,23,28,15,18,6,10,9,4,10,0,0,0,344,
"2111332",14,20,17,25,24,26,23,15,12,17,18,11,10,10,13,3,3,6,4,0,0,278,
"2111401",10,4,6,13,22,21,27,13,11,6,16,20,19,18,15,6,4,0,0,0,0,234,
