Australian Bureau of Statistics

"2016 Census - Counting Persons, Place of Usual Residence (MB)"
"SA1 (UR) by HEAP - 1 Digit Level"
"Counting: Persons Place of Usual Residence"

Filters:
"Default Summation","Persons Place of Usual Residence"

"HEAP - 1 Digit Level","Postgraduate Degree Level","Graduate Diploma and Graduate Certificate Level","Bachelor Degree Level","Advanced Diploma and Diploma Level","Certificate III & IV Level","Secondary Education - Years 10 and above","Certificate I & II Level","Secondary Education - Years 9 and below","Supplementary Codes","Not stated","Not applicable","Total",
"SA1 (UR)",
"3131904",3,6,24,33,78,149,0,26,14,29,113,472,
"3131905",4,4,8,22,30,92,0,5,8,14,71,256,
"3131906",7,0,33,20,88,175,0,29,12,21,88,478,
"3131907",0,5,26,35,74,159,0,19,11,24,83,446,
"3131908",7,6,46,40,99,213,0,20,19,30,147,617,
"3131909",6,3,24,29,65,147,0,31,13,31,92,447,
"3131910",7,10,28,39,72,164,4,17,14,23,152,528,
"3131911",10,4,19,35,67,126,0,18,8,21,113,429,
"3131912",6,3,38,43,127,196,0,16,22,28,165,657,
"3131913",3,5,18,27,70,120,0,10,14,24,101,389,
"3131914",6,0,27,27,67,153,0,30,17,23,92,441,
"3131915",5,4,16,34,48,129,0,25,5,25,72,362,
"3131916",0,4,20,34,72,131,0,12,10,14,67,374,
"3131917",8,0,31,30,81,131,0,20,10,25,81,426,
"3131918",6,8,17,37,83,194,0,40,11,39,137,569,
"3131919",0,0,31,56,119,217,0,49,22,32,180,712,
"3131920",27,22,131,104,226,473,6,73,38,112,438,1641,
"3131921",8,4,31,26,77,136,0,25,0,22,104,445,
"3131922",3,0,27,13,36,91,0,14,8,13,87,299,
"3131923",5,0,6,15,42,83,0,18,10,18,60,255,
"3131924",4,0,27,23,65,124,0,26,10,20,95,398,
"3131925",4,0,37,24,86,158,0,21,16,24,145,524,
"3131926",0,9,26,40,90,172,0,36,13,18,93,493,
"3131927",0,0,0,0,0,0,0,0,0,0,0,0,
"3131928",10,5,20,36,100,190,0,20,9,31,170,599,
"3131929",3,0,29,24,60,143,0,26,20,36,88,431,
"3131930",3,6,24,39,87,165,0,44,11,32,113,532,
"3131931",0,3,22,36,89,142,0,18,9,29,103,447,
"3131932",0,0,0,0,0,0,0,0,0,0,0,3,
"3131933",6,4,19,23,75,127,0,20,13,10,59,359,
"3131934",4,4,25,8,68,117,3,13,17,21,59,327,
"3131935",3,3,24,29,79,127,0,25,17,27,76,406,
"3132001",3,0,10,17,63,74,0,32,10,22,45,268,
"3132002",6,3,8,14,64,89,0,29,5,25,71,332,
"3132003",6,6,47,30,98,134,3,20,12,16,134,503,
"3132004",16,22,102,133,347,432,0,67,40,48,518,1730,
"3132005",3,0,18,24,62,104,0,16,13,11,90,329,
"3132006",0,3,5,10,59,94,0,8,8,29,47,263,
"3132007",0,0,12,7,22,63,0,21,9,33,37,195,
"3132008",0,16,32,51,111,161,0,15,20,40,131,581,
"3132009",4,0,12,10,37,74,0,25,9,15,30,222,
"3132010",4,0,22,26,58,106,0,31,12,41,53,360,
"3132011",0,3,6,0,19,30,0,7,0,11,12,98,
"3132012",3,4,22,15,71,100,4,10,18,13,71,329,
"3132013",5,0,32,20,104,186,0,36,17,21,119,543,
"3132014",0,0,22,24,74,114,0,22,9,25,59,351,
"3132015",5,6,43,32,82,159,0,20,10,21,122,508,
"3132016",4,0,7,15,47,97,0,16,9,21,49,257,
"3132017",7,3,44,30,94,118,0,24,13,40,99,469,
"3132018",19,7,87,89,191,284,0,39,31,42,317,1106,
"3132019",9,3,25,24,90,126,0,24,10,23,88,415,
"3132020",19,14,63,57,149,201,0,39,9,40,177,762,
"3132021",6,3,24,25,87,115,0,26,11,24,76,390,
"3132022",0,0,22,21,48,94,0,22,5,14,54,277,
"3132023",5,4,6,18,48,88,0,15,8,22,45,260,
"3132024",0,0,18,29,59,148,0,29,16,32,73,405,
"3132025",0,0,0,0,0,0,0,0,0,0,0,0,
"3132026",0,7,20,30,79,140,0,16,3,22,109,427,
"3132027",9,8,26,19,76,109,0,18,8,13,95,364,
"3132028",0,0,20,23,73,99,0,9,6,20,85,337,
"3132029",7,8,37,63,141,231,0,25,15,32,219,776,
"3132101",0,0,12,25,73,100,0,35,9,29,65,346,
"3132102",4,5,9,22,60,92,0,15,10,18,43,262,
"3132103",0,0,12,28,88,122,0,23,7,25,122,427,
"3132104",3,3,16,20,84,103,0,19,12,13,119,395,
"3132105",3,4,28,43,110,148,0,33,15,35,140,553,
"3132106",3,3,8,33,79,94,0,33,16,26,140,438,
"3132107",4,3,33,36,102,185,0,46,9,41,110,571,
"3132108",45,32,246,273,675,1039,0,118,80,308,1236,4057,
"3132109",3,7,6,16,28,66,0,13,5,11,39,192,
"3132110",9,7,22,22,87,130,0,30,14,37,72,426,
"3132111",8,4,12,19,54,112,0,29,5,32,81,342,
"3132112",7,3,38,58,136,168,0,34,9,49,196,701,
"3132113",0,0,6,18,59,125,0,19,6,27,74,331,
"3132114",3,7,70,81,260,421,0,54,36,71,482,1502,
"3132115",3,0,16,21,72,92,0,23,9,36,65,338,
"3132116",5,5,22,36,102,176,0,18,13,26,198,598,
"3132117",3,0,21,42,150,209,0,31,19,44,194,723,
"3132118",12,6,77,97,256,422,0,60,33,64,425,1441,
"3132119",7,9,23,34,81,127,0,23,13,35,69,413,
"3132120",12,0,19,26,70,95,0,15,6,28,57,334,
"3132121",16,11,59,66,165,229,0,26,13,100,256,942,
"3132122",3,12,42,45,91,165,0,27,17,68,144,612,
"3132123",3,3,28,29,66,127,0,15,4,46,72,394,
"3132124",3,3,18,23,47,66,0,18,9,30,48,258,
"3132125",8,10,61,77,261,310,0,45,24,51,345,1188,
"3132126",0,0,14,23,65,91,0,24,13,15,85,338,
"3132127",7,3,40,34,127,168,0,25,15,68,153,636,
"3132128",0,3,8,18,46,62,3,17,3,21,47,242,
"3132129",6,0,25,27,85,146,0,23,17,51,127,510,
"3132130",3,3,26,43,81,115,0,13,5,25,58,363,
"3132131",0,0,8,17,48,66,0,14,3,15,32,222,
"3132132",0,0,26,22,76,114,0,13,14,25,92,393,
"3132133",7,0,28,41,91,109,0,21,8,55,99,464,
"3132134",0,4,10,16,55,69,0,17,3,20,73,269,
"3132135",3,4,11,17,49,73,0,14,0,7,41,221,
"3132136",8,5,24,27,102,126,0,25,11,26,117,478,
"3132137",0,3,14,23,82,152,0,32,14,36,108,467,
"3132138",0,0,15,22,63,89,0,11,12,19,79,308,
"3132139",4,9,19,24,51,109,0,23,7,14,60,306,
"3132140",4,5,19,24,96,133,0,45,12,24,129,489,
"3132141",3,4,24,23,96,150,0,27,20,15,69,437,
"3132142",4,0,20,28,84,115,0,25,9,20,49,347,
"3132143",4,0,15,17,83,125,0,39,21,22,64,393,
"3132144",5,0,28,27,98,162,0,41,12,37,96,508,
"3132145",8,3,36,36,115,156,0,37,10,52,125,577,
"3132201",3,3,7,10,43,88,0,15,0,9,39,218,
"3132202",8,0,29,29,77,112,0,19,11,18,83,384,
"3132203",0,9,17,20,76,115,0,23,13,32,92,397,
"3132204",3,5,11,23,68,87,3,23,3,21,89,335,
"3132205",5,9,34,34,115,172,0,44,14,23,118,567,
"3132206",3,4,16,19,78,97,0,18,12,43,83,366,
"3132207",0,0,20,20,78,120,0,18,14,26,66,369,
"3132208",10,9,62,77,196,318,0,71,30,97,206,1072,
"3132209",5,5,13,13,40,51,0,9,3,21,52,200,
"3132210",5,4,23,24,63,90,0,16,13,20,87,343,
"3132211",0,6,9,18,61,106,0,22,4,29,62,304,
"3132212",7,3,22,28,66,106,0,18,13,40,63,368,
"3132213",0,6,31,25,86,112,0,16,11,55,103,439,
"3132214",4,4,34,29,114,160,0,27,14,36,78,498,
"3132215",4,0,19,21,52,76,0,21,4,23,45,265,
"3132216",0,0,20,26,52,66,0,18,8,19,47,255,
"3132217",3,3,16,20,54,63,0,8,14,14,43,222,
"3132218",0,3,27,28,80,129,0,28,3,21,70,395,
"3132301",0,0,20,11,34,66,0,13,10,29,60,236,
"3132302",0,0,10,16,55,154,0,119,11,90,0,464,
"3132303",0,4,19,28,71,121,0,80,21,92,55,494,
"3132304",3,3,23,21,76,140,0,36,18,25,119,463,
"3132305",0,3,30,17,60,122,0,21,7,27,92,380,
"3132306",0,6,32,35,105,170,0,50,11,60,97,562,
"3132307",6,4,35,33,79,147,0,30,14,34,80,460,
"3132308",6,5,35,38,83,153,0,21,14,43,175,565,
"3132309",13,0,27,27,57,127,0,20,3,21,83,376,
"3132310",5,8,17,26,74,174,0,92,15,61,0,478,
"3132311",0,5,29,43,79,202,4,101,27,100,66,660,
"3132312",10,0,15,23,89,105,0,45,10,49,71,423,
"3132313",16,13,60,61,142,226,0,37,26,65,271,923,
"3132314",0,4,13,8,23,65,0,18,3,18,36,181,
"3132315",0,0,0,0,0,0,0,0,0,0,0,4,
"3132316",0,0,20,33,71,132,0,24,14,31,64,407,
"3132317",0,0,12,17,31,70,0,20,4,26,14,190,
"3132318",0,7,18,18,39,77,0,10,4,17,41,228,
"3132319",0,4,27,31,84,136,0,22,12,49,106,468,
"3132320",41,25,184,188,420,678,3,94,54,187,741,2611,
"3132321",0,0,19,23,54,84,0,24,11,31,48,291,
"3132401",8,15,41,22,40,61,0,4,11,8,56,246,
"3132402",3,0,35,24,34,77,0,5,4,9,42,235,
"3132403",13,5,59,48,107,159,0,16,12,16,121,567,
"3132404",7,0,56,37,75,122,0,19,6,31,93,443,
"3132405",12,9,45,41,64,121,0,4,8,13,84,397,
"3132406",10,8,52,54,82,127,0,7,10,26,111,498,
"3132407",18,4,42,38,48,95,0,15,12,26,45,353,
"3132408",22,4,36,26,36,70,0,9,4,19,40,255,
"3132409",3,0,23,25,63,104,0,9,10,13,74,329,
"3132410",7,0,26,16,65,75,0,22,5,15,42,284,
"3132411",8,3,17,10,37,56,0,14,3,12,32,200,
"3132412",8,8,53,49,94,114,0,27,15,26,87,485,
"3132413",7,0,33,27,65,84,0,10,7,24,77,335,
"3132414",15,7,56,42,105,151,0,36,8,30,108,552,
"3132415",13,8,46,46,76,98,0,13,15,16,76,406,
"3132416",0,0,0,14,40,62,0,30,9,31,13,196,
"3132417",4,0,20,7,26,65,0,26,5,29,30,211,
"3132418",11,3,29,28,53,100,0,15,8,13,50,303,
"3132419",7,4,43,35,49,108,0,17,3,12,59,348,
"3132420",13,8,52,47,92,121,0,24,7,11,101,476,
"3132421",10,10,48,37,90,152,0,34,17,39,93,518,
"3132422",9,3,60,36,70,110,0,14,15,34,123,471,
"3132423",8,5,34,32,71,102,0,6,7,11,72,350,
"3132501",8,0,39,29,108,132,0,21,15,16,164,527,
"3132502",7,0,19,30,85,126,0,13,9,29,101,409,
"3132503",0,6,20,26,56,106,0,21,9,25,77,352,
"3132504",5,7,40,24,59,96,0,9,9,24,81,361,
"3132505",0,3,37,45,74,113,0,13,18,39,75,419,
"3132506",3,3,19,22,52,105,0,12,9,15,42,284,
"3132507",0,3,14,25,58,85,0,9,8,16,92,322,
"3132508",8,3,39,39,93,129,0,28,10,22,98,468,
"3132509",4,5,35,35,58,72,0,14,16,12,46,300,
"3132510",3,5,40,17,46,75,0,13,8,14,67,282,
"3132511",10,0,32,17,51,73,0,6,8,28,83,298,
"3132512",3,3,25,17,30,62,0,10,3,3,21,174,
"3132513",3,5,23,24,68,109,0,15,17,30,81,374,
"3132514",5,11,41,42,106,143,0,24,10,35,136,555,
"3132515",4,5,29,37,71,147,0,12,7,37,137,491,
"3132516",8,0,34,30,116,188,0,44,19,25,142,609,
"3132517",5,0,18,23,78,100,0,17,3,24,77,347,
"3132518",4,6,19,31,87,128,0,26,12,22,57,375,
"3132519",0,0,0,0,0,0,0,0,0,5,0,4,
"3132520",10,6,42,39,93,194,0,36,11,124,109,666,
"3132521",11,5,49,58,143,271,0,40,15,29,215,839,
"3132522",5,0,25,40,126,143,0,28,8,22,145,537,
"3132523",7,6,32,51,121,185,0,27,11,37,138,618,
"3132524",7,0,14,8,50,64,0,16,10,27,57,258,
"3132525",0,0,0,0,4,0,0,0,0,4,0,9,
"3132526",11,10,27,43,102,178,0,37,18,47,119,586,
"3132527",13,5,31,31,80,151,0,23,9,55,79,465,
"3132528",5,3,22,18,38,44,0,0,11,19,32,198,
"3132601",6,0,25,26,36,61,0,4,9,22,34,217,
"3132602",7,0,41,34,87,174,0,26,14,48,147,577,
"3132603",5,3,41,41,93,186,0,32,22,60,181,676,
"3132604",7,0,31,27,93,154,0,41,18,46,150,571,
"3132605",6,0,21,12,60,103,4,29,17,47,66,360,
"3132606",9,10,26,30,83,137,0,28,11,49,128,516,
"3132607",3,10,42,44,104,179,0,36,28,81,148,668,
"3132608",4,3,36,28,76,163,5,50,21,69,115,578,
"3132609",0,5,17,23,73,163,0,37,19,97,134,570,
"3132610",7,9,19,33,82,161,0,46,12,69,134,569,
"3132611",3,0,11,23,50,104,0,32,17,32,82,360,
"3132612",4,7,32,18,71,176,0,57,26,65,146,606,
"3132613",3,5,24,25,86,159,0,40,24,59,116,533,
"3132614",14,3,60,48,77,216,4,57,32,66,168,743,
"3132615",9,10,52,36,88,151,0,36,7,19,89,499,
"3132616",5,9,38,23,82,163,0,30,7,42,121,512,
"3132617",0,0,0,0,0,3,0,0,0,0,0,3,
"3132618",0,6,21,23,85,142,0,23,12,30,85,434,
"3132619",0,3,7,0,0,0,0,0,0,0,4,20,
"3132620",11,3,29,13,53,123,0,29,10,65,59,398,
"3132621",0,0,0,0,0,0,0,0,0,0,0,0,
"3132622",16,6,44,60,88,166,0,26,23,66,138,625,
"3132623",14,5,30,25,58,114,0,10,9,48,104,411,
"3132701",19,5,66,54,117,151,0,22,15,25,91,559,
"3132702",10,10,53,26,69,92,0,3,14,9,62,354,
"3132703",4,7,34,28,69,117,0,7,15,18,90,393,
"3132704",19,3,45,37,65,115,0,7,9,18,66,382,
"3132705",7,5,67,30,81,174,0,25,15,28,115,552,
"3132706",7,5,16,14,34,43,0,10,0,9,44,186,
"3132707",15,10,46,34,75,92,0,19,20,25,86,416,
"3132708",10,9,57,52,90,130,0,22,13,28,102,518,
"3132709",18,8,53,40,69,136,0,12,9,19,112,472,
"3132710",13,3,43,25,82,143,0,20,7,21,54,416,
"3132711",6,8,22,21,46,82,0,12,14,17,47,279,
"3132712",9,5,45,31,59,89,0,23,9,32,60,362,
"3132713",6,4,33,25,66,101,0,14,5,24,51,324,
"3132714",4,0,21,26,43,58,0,8,7,8,43,221,
"3132715",5,8,50,53,90,198,0,23,10,26,91,564,
"3132716",5,4,39,38,67,87,0,6,13,12,48,320,
"3132717",15,8,51,52,88,127,0,15,19,11,72,454,
"3132718",15,9,46,22,78,102,0,13,0,14,89,385,
"3132719",17,6,51,49,89,186,4,29,21,47,122,617,
"3132720",7,4,34,29,44,66,0,13,9,22,53,280,
"3132721",6,9,41,35,78,108,0,13,16,28,78,410,
"3132722",10,10,49,19,61,87,0,7,9,19,65,339,
"3132723",11,4,46,36,88,132,0,15,14,22,81,446,
"3132724",9,4,30,32,65,107,0,16,13,32,65,381,
"3132725",15,5,63,36,54,128,0,9,12,17,79,423,
"3132726",17,4,47,36,44,102,0,11,0,14,72,348,
"3132727",7,4,60,34,74,162,0,13,8,15,118,502,
"3132728",4,6,28,20,38,47,0,6,7,16,46,217,
"3132729",10,4,44,39,95,143,0,26,13,32,102,512,
"3132801",5,4,8,19,54,90,0,22,4,22,71,283,
"3132802",4,3,24,29,93,167,0,36,19,24,140,535,
"3132803",8,0,34,36,93,175,0,38,26,65,102,571,
"3132804",7,6,37,33,95,206,0,37,20,37,94,561,
"3132805",11,6,14,20,49,132,0,70,10,70,46,407,
"3132806",0,0,10,23,66,153,0,97,18,55,12,444,
"3132807",8,0,28,41,110,202,0,35,15,39,154,629,
"3132808",12,4,49,50,137,198,0,26,26,53,265,814,
"3132809",0,0,11,5,28,60,0,10,4,9,40,170,
"3132810",4,6,17,25,86,188,0,44,10,35,140,558,
"3132811",0,0,6,14,38,67,0,24,11,28,58,252,
"3132812",0,0,18,22,67,199,0,34,9,46,135,536,
"3132813",0,0,24,26,72,174,0,44,23,55,92,503,
"3132814",8,0,24,16,48,92,0,17,13,47,93,365,
"3132815",7,3,22,23,75,172,0,53,24,102,120,611,
"3132901",9,6,42,36,83,111,0,18,8,31,91,439,
"3132902",4,3,23,23,44,73,0,13,7,9,59,259,
"3132903",15,13,61,44,72,106,0,22,9,21,82,444,
"3132904",8,5,31,16,33,85,0,11,12,10,63,275,
"3132905",12,11,57,32,63,103,0,13,10,28,85,409,
"3132906",44,23,166,84,104,245,0,33,18,35,241,1009,
"3132907",23,18,83,46,70,121,0,19,12,39,123,556,
"3132908",20,8,69,39,62,95,0,10,11,26,89,431,
"3132909",3,0,18,25,34,94,0,16,0,10,50,256,
"3132910",0,0,0,0,0,0,0,0,0,0,0,0,
"3132911",20,8,38,59,95,128,0,16,10,32,99,504,
"3132912",4,4,39,25,75,106,0,19,13,19,75,392,
"3132913",4,3,28,40,86,113,0,35,18,39,52,403,
"3132914",8,3,41,26,66,74,0,14,10,14,97,348,
"3132915",16,4,47,42,52,111,0,17,12,12,75,390,
"3132916",15,3,41,21,40,77,0,10,5,9,56,272,
"3132917",11,4,32,19,42,57,0,5,3,7,67,248,
"3133001",4,5,15,15,53,118,3,37,14,50,97,421,
"3133002",3,0,16,13,54,108,0,42,15,12,72,333,
"3133003",0,0,6,11,52,138,0,44,32,81,88,461,
"3133004",5,0,10,22,58,126,0,38,12,60,133,460,
"3133005",11,0,16,24,69,160,0,51,16,82,119,541,
"3133006",0,0,19,18,60,113,0,46,20,40,93,404,
"3133007",0,0,0,0,0,4,0,0,0,0,0,6,
"3133008",3,0,19,23,65,136,4,56,22,68,142,526,
"3133009",0,0,11,14,43,105,0,11,17,51,83,331,
"3133010",0,5,4,17,48,87,0,23,18,46,78,323,
"3133011",3,0,9,18,64,125,0,31,22,28,105,412,
"3133012",0,6,21,16,61,126,0,27,10,57,78,400,
"3133013",0,0,7,17,39,96,0,40,15,45,100,352,
"3133014",0,0,18,34,60,182,0,46,30,69,144,591,
"3133015",4,0,17,22,59,131,0,53,18,82,171,557,
"3133016",3,3,8,23,58,175,0,33,27,59,148,533,
"3133017",0,0,14,15,39,77,0,30,8,21,61,264,
"3133018",6,7,19,33,86,180,0,38,10,49,136,561,
"3133020",0,0,14,30,52,160,0,52,6,68,120,505,
"3133021",0,0,12,21,55,151,0,35,22,63,146,512,
"3133022",0,3,13,16,62,140,0,35,22,44,68,394,
"3133023",11,8,30,39,86,167,0,51,15,97,147,633,
"3133024",4,0,14,19,48,89,0,23,4,38,59,300,
"3133025",0,0,0,0,0,0,0,0,0,0,0,5,
"3133026",3,6,15,17,54,153,0,28,29,52,90,447,
"3133027",0,0,9,12,21,44,0,3,3,11,33,137,
"3133101",3,0,6,13,44,60,0,27,12,30,52,244,
"3133102",4,3,18,25,48,155,0,71,27,50,133,531,
"3133103",0,0,7,3,9,16,0,5,3,17,15,66,
"3133104",3,0,14,34,56,163,0,57,22,85,118,548,
"3133105",3,0,4,9,25,64,0,32,11,10,47,207,
"3133106",3,0,21,27,62,152,0,62,30,64,123,549,
"3133107",0,0,9,19,37,121,5,55,25,47,94,415,
"3133108",0,0,12,9,34,79,0,46,30,19,102,327,
"3133109",4,0,20,16,44,136,3,89,54,57,118,540,
"3133110",0,4,9,29,61,156,3,64,43,59,117,553,
"3133111",6,0,22,16,30,107,0,42,14,37,95,373,
"3133112",5,0,11,22,44,134,0,19,3,48,65,347,
"3133113",4,3,17,22,72,193,0,52,23,78,136,589,
"3133114",9,4,18,22,60,158,0,51,19,34,123,493,
"3133115",0,3,4,15,34,120,0,33,14,30,99,358,
"3133201",7,10,24,24,44,80,0,8,9,16,52,281,
"3133202",12,6,58,21,58,100,0,17,6,27,74,379,
"3133203",7,3,43,36,53,105,0,10,4,13,97,369,
"3133204",11,4,59,40,78,116,0,26,13,30,77,450,
"3133205",22,3,52,30,66,130,0,12,8,16,87,435,
"3133206",17,3,63,48,109,169,0,35,5,19,123,596,
"3133207",9,11,64,47,68,113,0,18,14,28,114,482,
"3133208",10,3,47,29,55,95,0,21,11,7,74,351,
"3133209",15,9,43,42,78,137,0,54,10,44,62,490,
"3133210",14,6,57,38,39,98,0,15,11,17,69,376,
"3133211",24,6,69,47,85,135,0,21,18,30,130,553,
"3133212",4,0,29,15,16,37,0,4,10,8,22,136,
"3133213",18,8,59,27,54,113,0,12,3,19,83,389,
"3133214",14,11,65,25,39,73,0,9,5,19,61,321,
"3133215",11,13,64,32,71,155,0,17,10,19,86,479,
"3133216",23,9,54,35,62,125,0,11,4,17,122,472,
"3133217",11,6,56,40,83,139,0,18,15,21,132,516,
"3133218",8,0,34,21,38,62,0,21,0,19,25,227,
"3133219",16,3,40,17,37,77,0,7,5,7,49,268,
"3133220",10,8,54,39,57,98,0,16,3,5,74,358,
"3133221",9,9,69,33,70,125,0,20,16,34,98,483,
"3133222",6,0,26,21,58,57,0,11,7,12,54,266,
"3133223",13,9,38,29,69,120,0,30,8,42,97,454,
"3133224",8,8,36,33,60,102,0,24,6,41,107,411,
"3133225",5,7,36,25,61,83,0,20,0,22,61,322,
"3133226",3,10,47,24,53,98,0,7,3,16,52,326,
"3133227",15,8,45,29,46,55,0,14,3,4,82,301,
"3133228",22,17,70,49,82,125,0,12,9,10,136,533,
"3133229",3,9,39,16,43,94,0,12,4,25,77,317,
"3133230",7,3,21,31,38,73,0,0,4,13,35,230,
"3133231",11,0,30,31,57,87,0,19,6,10,68,312,
"3133232",20,10,64,43,71,149,0,24,8,36,126,553,
"3133233",12,10,47,43,78,125,0,27,11,20,117,482,
"3133234",6,0,42,22,50,87,0,6,4,3,66,278,
"3133235",8,4,54,33,68,108,0,16,5,17,93,402,
"3133236",4,4,27,25,54,85,0,0,7,26,55,281,
"3133237",18,12,80,54,101,152,0,19,12,17,148,610,
"3133238",7,4,40,25,56,79,3,7,9,12,51,303,
"3133239",9,3,38,26,38,65,0,15,5,13,44,263,
"3133240",8,3,33,32,77,112,0,9,8,22,83,383,
"3133301",6,0,32,22,59,100,0,37,6,27,64,353,
"3133302",7,0,28,35,75,123,0,37,18,27,91,435,
"3133303",3,0,33,27,72,129,0,48,8,35,71,431,
"3133304",7,0,35,29,81,143,0,35,24,60,117,525,
"3133305",0,0,0,0,0,4,0,5,0,0,0,9,
"3133306",0,0,19,29,61,139,0,46,16,33,117,462,
"3133307",0,0,15,20,37,78,0,32,13,46,46,275,
"3133308",10,0,18,30,44,78,0,4,17,29,75,311,
"3133309",5,0,24,14,70,126,0,30,12,31,93,411,
"3133310",0,0,11,7,30,78,0,33,7,25,51,242,
"3133311",5,0,15,23,48,108,0,29,14,23,82,343,
"3133312",3,5,20,16,19,51,0,6,7,19,48,197,
"3133313",8,0,29,19,46,65,0,12,14,18,89,312,
"3133314",16,3,24,19,50,78,0,15,8,28,51,291,
"3133315",4,0,23,28,44,138,0,63,13,42,75,433,
"3133316",6,5,25,31,106,180,3,47,26,39,147,623,
"3133317",0,5,12,17,37,102,0,19,7,22,70,291,
"3133318",15,3,24,39,81,185,0,30,15,23,117,537,
"3133319",0,4,13,30,52,133,0,50,9,43,126,466,
"3133320",8,6,26,29,93,167,0,49,22,24,110,540,
"3133321",4,3,29,24,61,135,0,29,13,34,93,427,
"3133322",7,0,16,22,73,181,0,55,24,38,144,561,
"3133323",12,4,26,16,43,119,0,33,11,20,82,363,
"3133324",3,4,13,14,43,98,0,20,10,25,95,321,
"3133325",3,0,36,23,35,123,0,35,13,35,110,412,
"3133326",0,0,15,23,69,117,0,33,4,45,110,433,
"3133327",4,3,22,19,58,116,3,34,21,53,105,433,
"3133401",17,12,77,49,100,172,0,21,18,23,152,644,
"3133402",25,12,58,34,75,196,0,25,9,41,132,600,
"3133403",13,0,32,26,44,97,0,17,4,35,86,351,
"3133404",6,4,16,19,41,81,3,7,6,22,63,272,
"3133405",19,0,61,43,62,156,0,38,17,47,93,542,
"3133406",11,7,38,29,77,119,0,27,12,49,83,454,
"3133407",9,13,47,40,83,121,0,25,14,37,93,482,
"3133408",12,4,29,26,66,94,0,20,4,9,45,305,
"3133409",22,11,57,38,58,145,0,52,10,26,69,486,
"3133410",28,5,87,63,92,197,0,29,28,56,81,670,
"3133411",24,12,83,47,84,148,0,24,19,38,132,610,
"3133412",0,3,28,22,49,73,0,6,3,18,41,240,
"3133413",8,3,31,23,55,116,0,15,7,10,74,349,
"3133414",15,9,49,40,46,105,0,14,3,24,83,383,
"3133415",8,8,50,39,79,154,0,26,18,27,91,500,
"3133416",9,7,59,45,82,137,0,18,7,18,87,469,
"3133417",16,3,66,39,72,127,0,19,10,45,125,517,
"3133418",5,8,32,14,45,67,0,11,5,18,61,266,
"3133419",7,0,41,23,54,86,0,11,9,36,40,299,
"3133420",9,3,35,24,44,94,0,9,3,26,45,289,
"3133421",14,7,17,23,39,79,0,14,7,21,34,242,
"3133422",6,8,50,21,38,96,0,10,6,12,58,305,
"3133501",133,33,352,127,104,379,0,44,40,74,427,1700,
"3133502",24,5,58,43,58,140,0,25,19,31,69,487,
"3133503",11,3,44,29,54,78,0,17,13,28,79,356,
"3133504",9,5,53,29,71,123,0,26,12,19,102,452,
"3133505",25,4,48,28,21,56,0,7,6,8,65,259,
"3133506",0,0,0,0,4,0,0,0,0,0,0,9,
"3133507",11,0,65,28,38,118,0,10,17,16,81,389,
"3133508",24,9,72,43,46,100,0,13,8,31,121,479,
"3133509",10,5,45,30,30,79,0,13,12,11,52,294,
"3133510",32,4,114,46,68,165,0,25,18,39,221,739,
"3133511",3,0,5,9,32,60,0,18,5,13,35,174,
"3133512",11,0,53,54,83,137,0,22,9,25,118,525,
"3133513",11,8,51,34,74,125,0,28,6,35,109,491,
"3133601",9,0,22,14,44,144,0,71,33,40,124,502,
"3133602",11,3,26,20,37,158,4,73,31,44,134,532,
"3133603",3,0,13,16,38,133,0,57,31,66,117,480,
"3133604",4,7,27,44,86,199,0,63,37,68,176,705,
"3133605",0,0,4,11,43,86,0,34,12,36,73,297,
"3133606",4,0,7,10,17,76,0,40,16,21,63,260,
"3133607",3,5,11,17,55,155,0,37,15,20,103,426,
"3133608",8,6,15,19,51,113,0,32,6,79,83,415,
"3133609",10,3,22,27,44,93,0,27,13,16,88,351,
"3133610",10,0,16,23,52,152,0,32,11,34,101,428,
"3133611",4,0,19,29,48,136,0,44,16,43,81,424,
"3133612",0,0,9,10,35,90,0,18,13,10,55,236,
"3133613",9,4,15,15,56,106,4,42,22,7,95,381,
"3133614",3,0,12,15,29,147,0,55,26,26,120,437,
"3133615",7,0,15,21,40,80,0,30,11,6,53,261,
"3133616",11,4,20,17,17,66,0,13,10,14,54,222,
"3133617",8,0,16,13,36,101,6,24,28,13,83,320,
"3133618",4,0,7,21,57,154,0,39,24,24,135,477,
"3133619",14,9,33,27,53,125,0,37,23,23,93,433,
"3133620",3,0,5,8,21,80,0,20,8,9,45,195,
"3133621",0,0,13,14,42,79,0,21,3,32,82,291,
"3133622",3,0,14,7,51,126,0,77,15,196,50,541,
"3133623",3,0,22,26,50,119,0,47,23,44,104,439,
"3133624",3,3,29,36,89,196,0,84,29,85,172,729,
"3133625",3,0,9,13,30,64,0,21,9,6,50,209,
"3133626",3,4,14,19,43,80,0,33,7,13,73,284,
"3133627",6,0,24,13,49,97,3,47,22,23,90,380,
"3133628",11,5,23,33,50,118,0,47,37,40,90,443,
"3133629",4,0,9,19,50,141,5,35,19,31,133,445,
"3133630",14,4,66,51,58,172,4,43,27,47,170,653,
"3133631",0,0,15,21,65,107,3,39,21,24,106,401,
"3136201",5,6,19,41,113,113,0,32,18,33,94,460,
"3136202",3,0,16,30,80,87,0,26,9,39,138,426,
"3136203",8,5,58,87,234,368,0,73,35,230,338,1424,
